OG,category
NOG253870,Function unknown
NOG253871,General functional prediction only
NOG117363,Function unknown
NOG41906,General functional prediction only
NOG222712,Function unknown
NOG225101,Function unknown
NOG117366,Function unknown
NOG206780,Inorganic ion transport and metabolism
NOG134129,Function unknown
NOG210062,Function unknown
NOG134127,Function unknown
NOG134124,Function unknown
NOG41904,Function unknown
NOG134120,Function unknown
NOG239308,Function unknown
NOG248939,Function unknown
NOG248938,Function unknown
NOG248936,Function unknown
NOG242836,Function unknown
NOG76486,Function unknown
NOG42167,Function unknown
NOG248931,Function unknown
NOG248930,General functional prediction only
NOG246180,Function unknown
NOG246181,Function unknown
NOG215965,General functional prediction only
NOG246184,Replication and repair
NOG246185,Function unknown
NOG213258,Function unknown
NOG213259,Function unknown
NOG246188,Function unknown
NOG246189,Function unknown
NOG213255,Function unknown
NOG213253,Function unknown
NOG213251,Function unknown
NOG215153,Function unknown
NOG215152,Function unknown
NOG215151,Cytoskeleton
NOG215150,Function unknown
NOG215157,General functional prediction only
NOG215156,Function unknown
NOG215155,Function unknown
NOG76481,Replication and repair
NOG215158,Function unknown
NOG80254,Function unknown
NOG250445,Function unknown
NOG86330,Function unknown
NOG134690,Function unknown
NOG134692,Function unknown
NOG81103,Function unknown
NOG235312,Function unknown
NOG134698,Function unknown
NOG134699,Cell wall/membrane/envelope biogenesis
NOG83222,Function unknown
NOG83224,Function unknown
NOG83227,Function unknown
NOG83226,Function unknown
NOG148796,Function unknown
NOG80257,Function unknown
NOG222717,Cell wall/membrane/envelope biogenesis
NOG15063,Function unknown
NOG148797,Function unknown
NOG251417,Function unknown
NOG121499,Function unknown
NOG86336,Cell wall/membrane/envelope biogenesis
NOG235311,General functional prediction only
NOG241174,Function unknown
NOG215969,General functional prediction only
NOG237291,Energy production and conversion
NOG236851,General functional prediction only
NOG260719,Cell wall/membrane/envelope biogenesis
NOG260718,General functional prediction only
NOG219982,Function unknown
NOG117947,Function unknown
NOG222716,Function unknown
NOG260716,Cell wall/membrane/envelope biogenesis
NOG260711,Function unknown
NOG212608,Function unknown
NOG260713,Function unknown
NOG260712,Function unknown
NOG137761,General functional prediction only
NOG137760,Function unknown
NOG80278,Function unknown
NOG230309,Function unknown
NOG137764,Function unknown
NOG218683,Function unknown
NOG71502,Function unknown
NOG260455,Replication and repair
NOG230270,Function unknown
NOG217239,Cell wall/membrane/envelope biogenesis
NOG116013,Function unknown
NOG263169,Function unknown
NOG263168,Function unknown
NOG13840,Function unknown
NOG116017,Function unknown
NOG13842,Function unknown
NOG13843,Function unknown
NOG133479,Function unknown
NOG213873,Function unknown
NOG229804,Function unknown
NOG229805,General functional prediction only
NOG213876,Function unknown
NOG213877,General functional prediction only
NOG213874,Function unknown
NOG213875,Function unknown
NOG247958,Function unknown
NOG202657,Function unknown
NOG262419,Function unknown
NOG247959,Function unknown
NOG10633,Coenzyme metabolism
NOG10636,Function unknown
NOG10637,Function unknown
NOG202651,Function unknown
NOG208234,Function unknown
NOG212601,Function unknown
NOG204939,Function unknown
NOG202652,Function unknown
NOG85369,Function unknown
NOG212606,Function unknown
NOG241999,Function unknown
NOG122758,Function unknown
NOG45198,Function unknown
NOG262414,General functional prediction only
NOG262415,Transcription
NOG262416,General functional prediction only
NOG262417,Function unknown
NOG262410,Function unknown
NOG217232,Function unknown
NOG262412,General functional prediction only
NOG262413,Function unknown
NOG252000,Signal transduction
NOG252002,Signal transduction
NOG252003,Function unknown
NOG262418,Transcription
NOG252005,Function unknown
NOG252006,General functional prediction only
NOG234513,Function unknown
NOG257853,Function unknown
NOG234510,Function unknown
NOG116161,Function unknown
NOG235315,Function unknown
NOG202939,Replication and repair
NOG249328,Cell wall/membrane/envelope biogenesis
NOG252640,Replication and repair
NOG262266,General functional prediction only
NOG202931,Function unknown
NOG202930,Function unknown
NOG249323,Function unknown
NOG249322,Function unknown
NOG249325,General functional prediction only
NOG122750,Function unknown
NOG249327,Function unknown
NOG249326,Function unknown
NOG208478,Function unknown
NOG68733,Function unknown
NOG149640,Function unknown
NOG206934,Function unknown
NOG208472,Function unknown
NOG232587,General functional prediction only
NOG208470,Function unknown
NOG208471,Function unknown
NOG208476,Function unknown
NOG146266,Function unknown
NOG208474,Replication and repair
NOG122757,General functional prediction only
NOG206936,Function unknown
NOG234518,Function unknown
NOG116719,Function unknown
NOG230012,General functional prediction only
NOG226147,General functional prediction only
NOG116718,General functional prediction only
NOG232320,Function unknown
NOG47502,Function unknown
NOG218165,Function unknown
NOG235912,Function unknown
NOG146263,General functional prediction only
NOG232326,Function unknown
NOG252646,Function unknown
NOG230011,General functional prediction only
NOG262754,Function unknown
NOG232324,Function unknown
NOG40018,Function unknown
NOG203837,Function unknown
NOG221463,RNA processing and modification
NOG226517,Function unknown
NOG246404,Function unknown
NOG241557,Function unknown
NOG206939,Function unknown
NOG203835,Function unknown
NOG229110,Function unknown
NOG229111,General functional prediction only
NOG229112,Function unknown
NOG229113,Function unknown
NOG229114,General functional prediction only
NOG229115,Transcription
NOG229116,Function unknown
NOG223746,Function unknown
NOG229118,Function unknown
NOG207141,General functional prediction only
NOG225716,Function unknown
NOG115786,Function unknown
NOG203832,Function unknown
NOG261147,Function unknown
NOG138485,Replication and repair
NOG261144,Function unknown
NOG261142,Function unknown
NOG261141,Function unknown
NOG261140,Transcription
NOG212746,Function unknown
NOG246020,General functional prediction only
NOG145491,Function unknown
NOG261149,Function unknown
NOG261148,Function unknown
NOG226831,Function unknown
NOG11147,General functional prediction only
NOG11144,Function unknown
NOG226836,Function unknown
NOG11149,Function unknown
NOG223740,Function unknown
NOG223845,Function unknown
NOG150591,Function unknown
NOG69347,Function unknown
NOG69344,Function unknown
NOG150592,Function unknown
NOG150595,Function unknown
NOG69343,Function unknown
NOG145606,General functional prediction only
NOG150599,Energy production and conversion
NOG134905,Transcription
NOG134906,Function unknown
NOG252911,Function unknown
NOG252916,Function unknown
NOG41315,Function unknown
NOG252914,Function unknown
NOG231726,Energy production and conversion
NOG204725,Function unknown
NOG236435,Function unknown
NOG217475,"Post-translational modification, protein turnover, chaperone functions"
NOG236434,Function unknown
NOG226838,Function unknown
NOG250882,Function unknown
NOG41312,Function unknown
NOG244633,Function unknown
NOG247418,Function unknown
NOG145601,Function unknown
NOG140618,Function unknown
NOG140617,Function unknown
NOG256364,Function unknown
NOG15710,Function unknown
NOG140613,Function unknown
NOG140611,Function unknown
NOG249492,Function unknown
NOG72029,Function unknown
NOG244637,Function unknown
NOG212390,Function unknown
NOG217143,Function unknown
NOG212392,Function unknown
NOG217141,Function unknown
NOG212394,Function unknown
NOG217147,Function unknown
NOG217144,Transcription
NOG217145,Function unknown
NOG212398,Function unknown
NOG212399,General functional prediction only
NOG217148,Function unknown
NOG260910,Function unknown
NOG146615,Function unknown
NOG146614,Function unknown
NOG146617,Signal transduction
NOG127161,Cell wall/membrane/envelope biogenesis
NOG146611,Function unknown
NOG41319,Function unknown
NOG146612,Function unknown
NOG114101,Function unknown
NOG146618,Function unknown
NOG239536,Function unknown
NOG223215,Function unknown
NOG223214,Function unknown
NOG223216,Function unknown
NOG223211,Function unknown
NOG223210,Function unknown
NOG252648,"Post-translational modification, protein turnover, chaperone functions"
NOG223212,Function unknown
NOG68825,Function unknown
NOG206226,Function unknown
NOG135052,Replication and repair
NOG135055,Function unknown
NOG135054,Intracellular trafficing and secretion
NOG135057,Function unknown
NOG135056,Transcription
NOG239344,Function unknown
NOG239345,Transcription
NOG239346,Transcription
NOG220204,Function unknown
NOG239340,Function unknown
NOG239341,Carbohydrate metabolism and transport
NOG239342,Function unknown
NOG239343,Function unknown
NOG218162,Function unknown
NOG220203,Function unknown
NOG239348,Function unknown
NOG239349,Function unknown
NOG218771,General functional prediction only
NOG212646,Inorganic ion transport and metabolism
NOG212647,Amino acid metabolism and transport
NOG212644,Function unknown
NOG212645,Function unknown
NOG212642,Function unknown
NOG212643,Function unknown
NOG212640,Function unknown
NOG212641,Function unknown
NOG125025,Function unknown
NOG125024,Function unknown
NOG125027,Function unknown
NOG218773,Inorganic ion transport and metabolism
NOG81675,General functional prediction only
NOG212648,"Post-translational modification, protein turnover, chaperone functions"
NOG125022,General functional prediction only
NOG252720,Function unknown
NOG118836,Replication and repair
NOG25002,Function unknown
NOG115165,Function unknown
NOG137070,Function unknown
NOG29588,Function unknown
NOG29589,Function unknown
NOG115164,Function unknown
NOG257441,Function unknown
NOG254420,Function unknown
NOG254421,General functional prediction only
NOG254422,Intracellular trafficing and secretion
NOG254423,General functional prediction only
NOG254424,General functional prediction only
NOG254425,"Post-translational modification, protein turnover, chaperone functions"
NOG116042,Function unknown
NOG254427,Function unknown
NOG254428,Function unknown
NOG254429,Function unknown
NOG72972,Function unknown
NOG137074,Replication and repair
NOG250510,Function unknown
NOG250512,Function unknown
NOG224091,Function unknown
NOG250887,Function unknown
NOG257445,Function unknown
NOG250516,Function unknown
NOG250517,Function unknown
NOG262911,Function unknown
NOG137076,Function unknown
NOG12726,Function unknown
NOG262910,Function unknown
NOG211096,Transcription
NOG13458,Function unknown
NOG44538,Function unknown
NOG224094,Function unknown
NOG249491,Function unknown
NOG211097,Function unknown
NOG13453,Function unknown
NOG44535,General functional prediction only
NOG44536,Function unknown
NOG44537,Function unknown
NOG44530,Function unknown
NOG44531,Function unknown
NOG13454,Function unknown
NOG130108,Function unknown
NOG214494,Function unknown
NOG211095,Function unknown
NOG214491,Function unknown
NOG214490,Carbohydrate metabolism and transport
NOG214493,Function unknown
NOG86771,Function unknown
NOG239436,Function unknown
NOG113778,Function unknown
NOG130103,Function unknown
NOG259421,Function unknown
NOG224098,General functional prediction only
NOG130106,Function unknown
NOG130107,Function unknown
NOG76046,Function unknown
NOG205123,Function unknown
NOG211091,Function unknown
NOG262918,Transcription
NOG250885,Function unknown
NOG68162,Function unknown
NOG130241,Function unknown
NOG204818,Function unknown
NOG139717,Function unknown
NOG213119,Function unknown
NOG213118,Function unknown
NOG214729,General functional prediction only
NOG214728,Function unknown
NOG44286,Function unknown
NOG44576,Function unknown
NOG224922,General functional prediction only
NOG213111,General functional prediction only
NOG214722,Function unknown
NOG214721,Function unknown
NOG213112,Function unknown
NOG213115,General functional prediction only
